Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of interferon-alpha production (GO:0032647)	4/17	0.000703689095129684583952711651733125108876265585422515869140625	0.0201355283341324853285669860269990749657154083251953125	0.0027737467324506653344740048083849615068174898624420166015625	0.0844948870218573677703943758388049900531768798828125	-2.147282504384751	15.587497166701217	IFIH1;IRF7;IRF5;HAVCR2
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	3/8	0.000787362571516890563140533831898437711060978472232818603515625	0.020464203349608724169517159907627501524984836578369140625	0.0033153473158730041407682431753300988930277526378631591796875	0.090311336017963650402151642992976121604442596435546875	-2.1793111495942767	15.575148247341726	NCKAP1L;LGALS9;CD55
ectoderm development (GO:0007398)	3/11	0.0021937573042194132878768275674019605503417551517486572265625	0.03510924035732694570288714430716936476528644561767578125	0.00685800125411316352508350746575160883367061614990234375	0.1263977550931126014877037277983617968857288360595703125	-2.5343867301659344	15.515869213433671	AMER2;ITGAM;ITGA6
positive regulation of tumor necrosis factor secretion (GO:1904469)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.636754026727428	15.433045122521731	IFIH1;LGALS9;HAVCR2
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	10/99	0.00018276523388493010253454118529958805083879269659519195556640625	0.00858690133576315954566648969148445758037269115447998046875	0.0012088792978634161669193591848170399316586554050445556640625	0.05548786560151632019088907554760226048529148101806640625	-1.787016712385621	15.38140342988743	CD74;HLA-DMA;HLA-DRB5;HLA-DPB1;HLA-DRA;HLA-DOA;CTSS;HLA-DRB1;HLA-DPA1;HLA-DQB1
regulation of hippo signaling (GO:0035330)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.624214407179614	15.359650140532887	WWC3;LIMD1;AJUBA
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	11/77	0.00000315924254639855074268243485813290050145951681770384311676025390625	0.000526478478467476179898654198296981121529825031757354736328125	0.00004421212529595228667156359136924947961233556270599365234375	0.0087401634671320678482420163390997913666069507598876953125	-1.2022242125893954	15.22638396045795	ACVR1;GPX1;EYA1;UNC5B;HMOX1;TNFAIP3;ITGA6;BIRC6;RFFL;THBS1;TGFBR1
T cell receptor signaling pathway (GO:0050852)	16/164	0.000003670410769616497723122870711076615179990767501294612884521484375	0.00057655855114475550345087828674195407074876129627227783203125	0.00006758192081707917772508131815101251049782149493694305419921875	0.01063664342637696096083299579504455323331058025360107421875	-1.2006304953265508	15.026139150511149	HLA-DRB5;FYB1;BTN3A1;WAS;CD4;PTPRC;INPP5D;PSME4;PLCG2;HLA-DPB1;HLA-DRA;LCP2;PAK3;HLA-DRB1;HLA-DPA1;HLA-DQB1
myeloid cell activation involved in immune response (GO:0002275)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.551029574688356	14.931295879698174	SBNO2;SYK;DOCK2
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	6/40	0.0004371359765557945712723120212928051842027343809604644775390625	0.0156760281212983028364948978605752927251160144805908203125	0.001968048238493265954252020577541770762763917446136474609375	0.07534433323853273467562985388212837278842926025390625	-1.919288149502283	14.846204850904462	GPX1;HMOX1;TNFAIP3;TMC8;RFFL;THBS1
cardiac ventricle morphogenesis (GO:0003208)	7/44	0.000099377881038149114452384669249340731767006218433380126953125	0.006171890626791899821246278889930181321687996387481689453125	0.000614371683880744084461922316364734797389246523380279541015625	0.0395571586462306334919247774450923316180706024169921875	-1.6099986168739842	14.83868265237523	FKBP1A;MEF2C;TGFB1;PKP2;CPE;PROX1;ENG
positive regulation of supramolecular fiber organization (GO:1902905)	11/85	0.000008431287634731404368620445721749234735398204065859317779541015625	0.00108571990314518490410022888426055942545644938945770263671875	0.000099093915368365315869507436996599381018313579261302947998046875	0.01442104002553579698842067813302492140792310237884521484375	-1.2567117746785994	14.682868745834831	VASP;HCK;APP;GPX1;PLEK;NCKAP1L;PROX1;APOE;PSEN1;PFN1;CLU
macrophage activation (GO:0042116)	4/18	0.0008870174102849404974835412218681085505522787570953369140625	0.022238232949887047629200509391012019477784633636474609375	0.003313825789302606190933619956240363535471260547637939453125	0.090311336017963650402151642992976121604442596435546875	-2.078191616986012	14.604794895378776	SBNO2;ITGAM;SYK;CLU
positive regulation of amyloid precursor protein catabolic process (GO:1902993)	3/13	0.003663823003800908452431972506246893317438662052154541015625	0.046389200187008643172514865682387608103454113006591796875	0.0101093299659495532150099705859247478656470775604248046875	0.142429552815835636092600680058239959180355072021484375	-2.598619436446835	14.576301240872937	APP;CLU;PICALM
negative regulation of MAPK cascade (GO:0043409)	9/81	0.0001848926867213387882811492790580132350441999733448028564453125	0.00858690133576315954566648969148445758037269115447998046875	0.00114424342379674452534199513564772132667712867259979248046875	0.054027360326936287038268602600510348565876483917236328125	-1.6776597120243975	14.42071825938958	SLC9A3R1;CD300A;HYAL2;MYC;FBLN1;APOE;BMP7;GBP1;SORL1
phagocytosis, engulfment (GO:0006911)	9/105	0.00125931886674678062375265508165966821252368390560150146484375	0.026658593159922305826370347858755849301815032958984375	0.005742968901492606463576873210286066750995814800262451171875	0.1164297119656726164915738763738772831857204437255859375	-2.1486305838281003	14.346802371041443	SCARB2;C3;ITGAM;BIN2;ITGB2;MYH9;FCGR1A;THBS1;ARHGAP12
regulation of tissue remodeling (GO:0034103)	4/18	0.0008870174102849404974835412218681085505522787570953369140625	0.022238232949887047629200509391012019477784633636474609375	0.003313825789302606190933619956240363535471260547637939453125	0.090311336017963650402151642992976121604442596435546875	-2.036482557570146	14.311678392998047	CST3;TGFB1;IL18;SUCO
negative regulation of leukocyte activation (GO:0002695)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.4187565950947554	14.157095919494811	CD84;CD300A;HAVCR2
type I interferon signaling pathway (GO:0060337)	7/66	0.001260942987444260178497845714673530892468988895416259765625	0.026658593159922305826370347858755849301815032958984375	0.005030962919934755910034152037724197725765407085418701171875	0.11222612560767845912845785960598732344806194305419921875	-2.090341707400975	13.954902662444017	OAS1;OAS3;IRF7;IRF5;XAF1;IFIT3;IFIT2
glycosaminoglycan catabolic process (GO:0006027)	7/57	0.000518794096924691844514854199843512105871923267841339111328125	0.01670163268849604587540369493581238202750682830810546875	0.00239216018977549994828368795651840628124773502349853515625	0.08211042746526549251928628336827387101948261260986328125	-1.8379072873958906	13.90193712497031	CEMIP;TGFB1;SDC4;HYAL2;OMD;LYVE1;CD44
positive regulation of phosphate metabolic process (GO:0045937)	5/29	0.000685666085131351218766304622675988866831175982952117919921875	0.0201355283341324853285669860269990749657154083251953125	0.002730339989410901328781289265634768526069819927215576171875	0.0844948870218573677703943758388049900531768798828125	-1.9066125698937513	13.889900993606586	APP;ITGA6;NCKAP1L;PSEN1;THBS1
antigen receptor-mediated signaling pathway (GO:0050851)	21/258	0.00000226480809307425845860431597167394812686325167305767536163330078125	0.0004010125829799608709359814984196646037162281572818756103515625	0.00006234026349535373994099896055587350929272361099720001220703125	0.01063664342637696096083299579504455323331058025360107421875	-1.0598722316625695	13.776241026049684	MEF2C;HLA-DRB5;FYB1;SYK;BTN3A1;WAS;NFATC2;LAT2;CD4;PTPRC;INPP5D;PSME4;PLCG2;HLA-DPB1;HLA-DRA;LCP2;NCKAP1L;PAK3;HLA-DRB1;HLA-DPA1;HLA-DQB1
regulation of interleukin-18 production (GO:0032661)	2/8	0.0157450085343339186982891675370410666801035404205322265625	0.1006898627037652038662685072267777286469936370849609375	0.032089156843369916194408375531565980054438114166259765625	0.2159856398083681294775004744224133901298046112060546875	-3.3088349540342836	13.735741154769286	CD84;TLR2
regulated exocytosis (GO:0045055)	11/149	0.00130973460247820806291729756054564859368838369846343994140625	0.027183036371569213596188774317852221429347991943359375	0.00676701050263945648455266024257070966996252536773681640625	0.1263977550931126014877037277983617968857288360595703125	-2.0650996253362637	13.70798831685608	ABCC4;APP;TGFB1;SCIN;APLP2;LAMP2;PLEK;CD9;LHFPL2;THBS1;CLU
membrane protein ectodomain proteolysis (GO:0006509)	4/19	0.00110156163284974898362855721956066190614365041255950927734375	0.0255797057857650757262124585622586891986429691314697265625	0.003921271069557512138625821052073661121539771556854248046875	0.1009905540005130164527002989416359923779964447021484375	-2.010694355376655	13.694892416674453	NCSTN;ADAM10;MYH9;PSEN1
T cell proliferation (GO:0042098)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.328632148572137	13.62959330236516	BTN3A1;DOCK8;LILRB1
regulation of interleukin-10 secretion (GO:2001179)	2/7	0.012005597043367975673699987737563787959516048431396484375	0.08765942377283884867633645399109809659421443939208984375	0.0261640460068793441472667637981430743820965290069580078125	0.2053261560595268375717381559297791682183742523193359375	-3.073795934818841	13.59350079021836	LILRB1;LGALS9
negative regulation of immune effector process (GO:0002698)	4/17	0.000703689095129684583952711651733125108876265585422515869140625	0.0201355283341324853285669860269990749657154083251953125	0.0027737467324506653344740048083849615068174898624420166015625	0.0844948870218573677703943758388049900531768798828125	-1.8692573575578926	13.569264270197895	CD300A;LILRB1;CD55;HAVCR2
regulation of myeloid leukocyte mediated immunity (GO:0002886)	3/12	0.0028711375948966264860795494229250834905542433261871337890625	0.04026699409080268521332612863261601887643337249755859375	0.00839111228550954400817740719276116578839719295501708984375	0.1337816215367770567024052752458374015986919403076171875	-2.314113834134394	13.544616926279469	ADGRE2;SYK;UNC13D
positive regulation of lymphocyte proliferation (GO:0050671)	9/72	0.00007351911095092043325373298845448744032182730734348297119140625	0.00520699103309893961133436590671408339403569698333740234375	0.0005306884026391490982721421687529073096811771392822265625	0.0395571586462306334919247774450923316180706024169921875	-1.4219719457428663	13.53427945600239	SASH3;CD74;MEF2C;PTPRC;IL18;HLA-DPB1;NFATC2;NCKAP1L;HLA-DPA1
positive regulation of actin filament polymerization (GO:0030838)	8/52	0.0000407106671590967545662671789319375648119603283703327178955078125	0.0037024838430597894166351746747523066005669534206390380859375	0.0003100250202195978742845949849282760624191723763942718505859375	0.03252966230674521341814653396795620210468769073486328125	-1.336619407228154	13.51191286472305	VASP;HCK;SCIN;WIPF3;WAS;NCKAP1L;WASL;PFN1
negative regulation of protein localization to plasma membrane (GO:1903077)	4/20	0.0013500213123241442715605220570296296500600874423980712890625	0.027183036371569213596188774317852221429347991943359375	0.00459982580487080204567629237999426550231873989105224609375	0.10509118149354017279772932624837267212569713592529296875	-2.03315166418397	13.434323892746056	TGFB1;PPP2R5A;GBP1;PICALM
positive regulation of amyloid-beta formation (GO:1902004)	3/11	0.0021937573042194132878768275674019605503417551517486572265625	0.03510924035732694570288714430716936476528644561767578125	0.00685800125411316352508350746575160883367061614990234375	0.1263977550931126014877037277983617968857288360595703125	-2.1872004818124284	13.390346554228854	APP;CLU;PICALM
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	5/31	0.000941621785704578454813395982370138881378807127475738525390625	0.023400127358781323827496834155681426636874675750732421875	0.003528818280300349309597240932134809554554522037506103515625	0.094312662151800841225934846079326234757900238037109375	-1.917756261919107	13.362747023563811	CARD10;HMOX1;PIK3C2A;THBS1;HDAC7
negative regulation of signal transduction (GO:0009968)	20/284	0.0000330189861557364926106065972088998705658013932406902313232421875	0.0033221388975856777463213642676009840215556323528289794921875	0.000548011047377225672845579840242180580389685928821563720703125	0.0395571586462306334919247774450923316180706024169921875	-1.2882800982116447	13.293025210349045	ACVR1;NTRK2;NOTCH3;LRP1;PLEK;ARAF;TULP3;TNFAIP3;NLK;MAPK8IP2;THBS1;FSTL3;SLC9A3R1;HHEX;PTPRC;FRZB;CRY1;TMBIM6;TEK;HBEGF
gland morphogenesis (GO:0022612)	2/7	0.012005597043367975673699987737563787959516048431396484375	0.08765942377283884867633645399109809659421443939208984375	0.0261640460068793441472667637981430743820965290069580078125	0.2053261560595268375717381559297791682183742523193359375	-2.9997141256095605	13.265882707111452	SLC9A3R1;TGFB1
regulation of interferon-gamma production (GO:0032649)	6/44	0.000739081965978914852410941449534220737405121326446533203125	0.020464203349608724169517159907627501524984836578369140625	0.0030310770224869104140508202505088775069452822208404541015625	0.090311336017963650402151642992976121604442596435546875	-1.81156574287607	13.061573293903455	IL18;HLA-DPB1;LILRB1;LGALS9;HAVCR2;HLA-DPA1
positive regulation of gene expression (GO:0010628)	36/772	0.0002565903135487503940702358473657795912004075944423675537109375	0.010308103841195570549160720474901609122753143310546875	0.00646221830074903726137680592955803149379789829254150390625	0.12454057446273485154630833449118654243648052215576171875	-1.5731089148689819	13.006511474437144	APP;FOXC1;CIITA;SPI1;HDAC1;PSEN1;THBS1;CLU;LYL1;EPB41L4B;CDH1;MYC;UBR5;POLR2E;CTSH;LGALS9;ACVR1;NTRK2;CD74;MEF2C;TGFB1;NFATC2;LILRB1;ANK2;PROX1;BMP7;TGFBR1;KLF2;ACTA2;CD4;MED24;IRF7;TP53;TLR2;PICALM;LIMS1
cellular response to lipopolysaccharide (GO:0071222)	9/92	0.0004837227663567422405489770742548216730938293039798736572265625	0.0163266360985757190416034489999219658784568309783935546875	0.002564207271415183501950263433855070616118609905242919921875	0.08446975813859551596163299791442113928496837615966796875	-1.6943262418422906	12.934484178739787	HCK;SBNO2;MEF2C;TGFB1;CASP1;IL18;TNFAIP3;LILRB1;TNFRSF1B
cellular response to cytokine stimulus (GO:0071345)	28/457	0.000013031623008879673693998814398842256423449725843966007232666015625	0.00160515599931113539695914926852537973900325596332550048828125	0.00040565903615898319702071095349538154550828039646148681640625	0.03606507774502810959038612281801761128008365631103515625	-1.14921848681164	12.926560794269404	FOXC1;SELPLG;ITGAM;DOCK8;PTAFR;ITGB2;SBNO2;HYAL2;INPP5D;ALOX5;MYC;ITGAX;CASP1;HMOX1;LGALS9;IL13RA1;HLA-DPA1;TGFB1;IFNGR1;MMP2;IL18;TNFRSF1B;HCK;CD4;BCL6;PTPN6;TP53;IL18R1
